ORF	EL	MM
YNL040W	0.756	0.07
YHL047C	2.427	0.077
YGL249W	0.008	0.09
YCL063W	0.595	0.09
YJR096W	0.869	0.069
YJR089W	0.22	0.096
YBL023C	0.972	0.083
YNL304W	0.416	0.066
YDR291W	0.204	0.08
YGL234W	12.876	0.112
YBR166C	1.448	0.07
YGL091C	1.262	0.082
YHR065C	2.738	0.099
YNL088W	1.279	0.103
YGR231C	4.093	0.086
YMR255W	1.554	0.107
YJL111W	6.414	0.089
YKL073W	1.621	0.079
YLL051C	0.389	0.077
YKR046C	1.218	0.08
YOR092W	0.516	0.09
YBR189W	167.274	0.73
YOL165C	0.0	0.133
YLR412C-A	0.007	0.225
YHL027W	1.485	0.075
YCR076C	1.133	0.068
YGR081C	2.567	0.121
YMR152W	1.906	0.065
YKL013C	7.022	0.072
YHR179W	41.924	0.187
YMR208W	2.487	0.082
YDR116C	1.288	0.064
YPR167C	0.298	0.081
YGL195W	3.875	0.093
YOR320C	1.071	0.061
YLR002C	1.847	0.088
YDR245W	2.472	0.072
YGR250C	0.654	0.064
YOR270C	7.536	0.095
YML066C	0.003	0.061
YFR015C	0.295	0.08
YKR064W	0.167	0.078
YBL103C	0.608	0.083
YKL175W	2.059	0.057
YKL069W	2.063	0.101
YER111C	0.422	0.102
YBL010C	0.649	0.056
YGL212W	0.803	0.056
YNL053W	0.414	0.071
YFL055W	0.027	0.07
YGR263C	0.374	0.08
YJL184W	3.284	0.068
YBR271W	0.764	0.08
YIL074C	3.515	0.223
YKL180W	129.181	0.755
YJL139C	0.312	0.077
YKL008C	3.544	0.074
YGL038C	1.209	0.09
YIL015W	5.292	0.085
YPL230W	0.054	0.081
YOR202W	4.558	0.143
YMR176W	0.126	0.086
YLR229C	18.543	0.106
YKR093W	6.556	0.087
YNR046W	7.939	0.088
YPL016W	0.699	0.103
YBR097W	0.169	0.076
YKR099W	0.368	0.07
YGL112C	1.542	0.06
YLR452C	1.299	0.077
YKL196C	8.622	0.103
YDL061C	152.258	0.759
YDR504C	0.031	0.124
YNR027W	0.55	0.068
YDL236W	5.067	0.105
YNL272C	0.623	0.078
YPR031W	0.199	0.065
YBL072C	34.117	0.962
YDR463W	1.888	0.07
YCR004C	11.625	0.14
YKL004W	2.339	0.081
YOL093W	1.874	0.086
YBR003W	0.705	0.076
YMR301C	0.671	0.077
YDR406W	0.283	0.088
YCL037C	16.922	0.119
YDR166C	0.568	0.083
YHR075C	0.229	0.084
YPR132W	115.016	0.939
YDL246C	0.0	0.311
YDR458C	0.655	0.105
YLR380W	3.094	0.081
YKL100C	1.785	0.085
YNR049C	1.04	0.078
YBL042C	2.033	0.081
YPL243W	2.765	0.084
YMR198W	0.307	0.082
YBL005W-B	0.051	0.507
YDL109C	0.03	0.064
YNL298W	0.545	0.079
YER014W	0.916	0.277
YER018C	0.747	0.094
YLR326W	0.696	0.086
YPL277C	0.023	0.417
YOL159C-A	0.491	0.051
YLR066W	3.823	0.115
YLL035W	0.379	0.079
YJL127C	0.261	0.077
YOR348C	0.008	0.087
YML024W	121.046	0.958
YCR081W	0.21	0.08
YMR053C	0.037	0.07
YNL116W	0.87	0.066
YLR003C	2.526	0.11
YEL069C	0.0	0.097
YHR019C	24.542	0.145
YCL010C	1.064	0.074
YOR076C	0.43	0.088
YDR411C	1.713	0.085
YGL189C	185.58	0.835
YBR231C	0.895	0.055
YNR030W	1.749	0.092
YDR446W	0.01	0.093
YKL195W	2.876	0.08
YOL145C	1.388	0.089
YHR208W	22.499	0.129
YBR096W	3.897	0.076
YDL108W	0.787	0.068
YDR054C	3.457	0.09
YJL030W	0.988	0.069
YHR073W	0.625	0.085
YMR040W	0.057	0.061
YNR026C	1.398	0.067
YIL098C	1.116	0.103
YBR256C	1.863	0.091
YDL009C	0.004	0.384
YER044C	3.952	0.046
YPL207W	1.276	0.076
YLR052W	1.22	0.086
YOR272W	3.494	0.099
YBL113C	0.002	0.072
YDR317W	0.076	0.074
YHR198C	0.58	0.064
YLR321C	2.706	0.073
YDL085W	0.013	0.088
YMR232W	0.016	0.093
YDR228C	0.637	0.103
YJL222W	0.0	0.666
YMR109W	1.299	0.089
YDL167C	1.002	0.092
YLL040C	0.884	0.091
YDR104C	0.082	0.078
YKL168C	0.237	0.066
YCR060W	2.228	0.066
YNL045W	1.96	0.074
YLR243W	1.612	0.075
YPL256C	1.72	0.096
YLR454W	0.213	0.086
YDR395W	3.317	0.077
YPR082C	0.987	0.079
YJL144W	0.384	0.108
YPL038W-A	0.009	0.14
YOL030W	7.003	0.104
YJR080C	1.291	0.218
YGL173C	4.703	0.095
YAL021C	1.988	0.104
YDR262W	1.5	0.09
YLR409C	1.477	0.077
YAL024C	0.161	0.093
YLR260W	0.407	0.099
YDR483W	7.078	0.106
YPL072W	0.204	0.064
YIL024C	0.086	0.066
YIL023C	0.787	0.086
YDR435C	0.596	0.089
YIR003W	1.274	0.084
YML050W	0.162	0.089
YDR080W	0.379	0.08
YPL037C	96.466	0.292
YDR174W	10.056	0.163
YNL194C	0.009	0.067
YML110C	4.014	0.067
YBL106C	0.139	0.067
YJL004C	1.574	0.1
YGR016W	0.354	0.068
YFL039C	113.855	0.218
YPR139C	1.22	0.073
YDR468C	1.937	0.092
YGR278W	0.317	0.082
YMR251W-A	48.083	0.334
YNL063W	0.242	0.056
YDL130W	140.678	0.526
YDR014W	0.161	0.087
YPL253C	0.311	0.084
YJR091C	0.723	0.081
YCR018C	0.529	0.091
YOR275C	0.323	0.074
YDR362C	0.394	0.08
YDR511W	1.544	0.056
YLR182W	0.752	0.089
YJR009C	101.51	0.976
YKL201C	0.084	0.11
YIR014W	0.184	0.083
YOL097W-A	0.007	0.068
YOL023W	0.151	0.084
YLR457C	0.399	0.078
YDR540C	0.158	0.075
YER062C	5.338	0.201
YOR286W	5.846	0.114
YML065W	0.488	0.092
YBR128C	0.078	0.057
YBL019W	0.145	0.08
YDR009W	0.042	0.061
YLL018C-A	1.271	0.133
YJL077C	0.045	0.158
YGR031C-A	0.005	0.906
YJL205C	2.005	0.023
YNL255C	38.186	0.172
YOL128C	0.247	0.057
YAL043C	0.99	0.082
YFL023W	0.835	0.137
YJR039W	0.081	0.084
YML042W	0.031	0.059
YJL080C	15.157	0.13
YKR001C	7.589	0.103
YIL050W	1.083	0.07
YPR056W	0.828	0.079
YDR482C	0.827	0.075
YLR289W	0.122	0.075
YDR079C-A	1.684	0.061
YGL062W	1.463	0.317
YKL157W	4.431	0.1
YPR095C	0.176	0.08
YDR197W	0.307	0.081
YDR293C	1.59	0.082
YOR059C	0.239	0.057
YLR223C	0.51	0.102
YBL081W	0.909	0.112
YLR105C	0.331	0.056
YJL154C	1.097	0.086
YHR210C	0.035	0.072
YER025W	16.494	0.129
YOL115W	0.87	0.104
YDL043C	1.1	0.081
YBL093C	2.317	0.067
YDR150W	0.861	0.34
YBR219C	0.956	0.737
YHR190W	7.614	0.103
YDR489W	0.643	0.071
YGR220C	2.131	0.077
YDR042C	0.047	0.055
YGL097W	3.605	0.098
YNR012W	0.741	0.067
YLR306W	0.616	0.082
YJL037W	0.016	0.081
YPR011C	0.387	0.077
YGR077C	0.293	0.077
YLR078C	1.894	0.076
YLR109W	247.479	0.334
YKR087C	0.722	0.065
YDR121W	2.192	0.076
YBR157C	0.789	0.092
YLR221C	3.095	0.087
YLR094C	1.018	0.079
YIR025W	0.281	0.051
YBL098W	0.643	0.056
YKR023W	0.507	0.101
YBL011W	1.122	0.098
YLL039C	5.53	0.738
YLR421C	7.358	0.091
YDR363W-A	12.013	0.169
YNL156C	1.134	0.075
YCR003W	1.76	0.097
YDR471W	67.018	0.64
YDR374C	0.016	0.091
YMR054W	0.971	0.083
YKL186C	2.678	0.081
YOR173W	0.171	0.09
YGR189C	9.74	0.108
YCR099C	0.0	0.063
YIL093C	1.278	0.089
YGR235C	2.649	0.081
YPR169W	1.459	0.098
YBL071W-A	5.869	0.104
YGR005C	1.977	0.078
YDL070W	1.931	0.121
YBR025C	36.097	0.184
YOL061W	4.861	0.069
YPR024W	1.812	0.089
YPL083C	0.434	0.098
YOL044W	0.433	0.101
YDL222C	0.037	0.06
YNL108C	6.289	0.057
YBL014C	0.136	0.068
YMR291W	1.021	0.08
YLR149C	0.068	0.061
YGL175C	0.115	0.066
YML057W	1.794	0.081
YJL046W	0.318	0.066
YML045W-A	0.023	0.055
YPL255W	0.259	0.082
YBR183W	0.311	0.07
YNL021W	0.825	0.078
YJL079C	3.691	0.099
YBL028C	9.47	0.107
YMR180C	0.185	0.065
YDR143C	0.978	0.081
YIL145C	2.503	0.09
YOR239W	5.032	0.136
YPL030W	1.211	0.086
YDR283C	0.328	0.078
YDR346C	5.387	0.094
YDR111C	0.807	0.079
YCL024W	0.373	0.082
YMR089C	0.904	0.092
YDR392W	0.669	0.067
YER048W-A	5.327	0.133
YFR047C	2.764	0.089
YOR018W	0.326	0.085
YHR028C	1.343	0.081
YNL273W	0.267	0.078
YGR117C	0.766	0.069
YNL322C	6.262	0.1
YPL158C	0.87	0.123
YCL048W-A	0.015	0.102
YKL119C	2.001	0.076
YMR090W	0.39	0.091
YGL163C	0.3	0.089
YPL245W	1.006	0.073
YER102W	26.628	0.959
YNL121C	6.14	0.115
YNL054W-A	0.039	0.184
YNL289W	2.269	0.061
YDR186C	0.664	0.088
YLR431C	0.114	0.071
YJR086W	4.224	0.107
YDR348C	1.803	0.085
YHR110W	1.284	0.072
YBR241C	0.442	0.085
YHR101C	0.545	0.086
YOR044W	0.394	0.046
YCL028W	7.655	0.131
YNL173C	1.633	0.096
YBL024W	5.265	0.111
YER091C	22.443	0.136
YPL121C	0.001	0.102
YOL087C	0.299	0.075
YMR190C	0.124	0.074
YDR325W	0.328	0.075
YHR134W	0.2	0.046
YNL093W	0.025	0.073
YPR124W	9.724	0.084
YBR229C	1.232	0.077
YHR047C	3.448	0.098
YML058W-A	1.633	0.082
YGR038C-B	0.001	0.072
YLR456W	0.252	0.071
YHR048W	0.063	0.068
YLR173W	0.27	0.067
YMR146C	15.41	0.122
YOR260W	2.478	0.092
YDL111C	2.158	0.059
YHR072W	1.208	0.076
YIL005W	1.244	0.087
YBR180W	0.005	0.089
YCR086W	1.225	0.083
YDL076C	0.966	0.082
YCR061W	1.279	0.097
YLR089C	2.608	0.081
YOR372C	0.948	0.101
YLR014C	0.107	0.082
YBR172C	1.312	0.092
YIR008C	1.026	0.073
YNR020C	0.72	0.088
YIL027C	3.56	0.095
YIR021W-A	0.013	0.068
YPL190C	3.196	0.151
YKL112W	2.231	0.075
YJL204C	0.515	0.085
YGR287C	0.064	0.206
YPR102C	54.398	0.946
YGR034W	117.341	0.797
YBR079C	8.067	0.11
YBL017C	1.793	0.118
YEL032W	1.361	0.091
YMR033W	1.466	0.095
YIL096C	0.751	0.086
YGL162W	0.417	0.078
YHR133C	3.996	0.086
YHR081W	2.595	0.08
YBR015C	3.32	0.073
YNL290W	2.095	0.08
YJR123W	260.977	0.396
YMR041C	0.371	0.069
YDR440W	0.381	0.097
YFL012W	0.023	0.094
YGR002C	0.652	0.087
YPL208W	0.697	0.068
YML087C	0.048	0.063
YGL040C	5.455	0.077
YLR422W	0.175	0.075
YOR312C	100.953	0.883
YPR148C	2.791	0.12
YPL220W	18.735	0.989
YDR179C	0.552	0.091
YNL001W	1.922	0.097
YNR043W	8.994	0.075
YDR292C	1.679	0.083
YFL004W	5.55	0.11
YDR538W	1.421	0.091
YPL055C	1.128	0.078
YIL035C	2.073	0.101
YLL022C	1.352	0.092
YDL144C	1.135	0.08
YIL088C	1.244	0.073
YIL131C	1.141	0.063
YLR342W-A	0.016	0.062
YBL087C	67.451	0.796
YGR248W	0.241	0.057
YCR042C	0.574	0.099
YAR027W	1.685	0.175
YER024W	0.033	0.073
YHR172W	0.319	0.064
YDR368W	7.421	0.086
YGL110C	0.6	0.083
YJL166W	9.017	0.111
YEL022W	0.968	0.086
YLR166C	0.629	0.079
YDR198C	0.359	0.091
YML092C	8.751	0.086
YNL265C	2.178	0.081
YNL124W	1.097	0.087
YDR423C	0.685	0.067
YNL110C	6.944	0.105
YHR113W	1.896	0.073
YGR053C	0.055	0.072
YDL110C	2.061	0.079
YOR216C	1.252	0.098
YBR228W	0.219	0.081
YJL114W	0.003	0.317
YKL093W	0.041	0.09
YOL094C	1.88	0.066
YGL106W	15.942	0.144
YHR176W	0.114	0.07
YML083C	0.005	0.053
YMR009W	1.581	0.076
YOR037W	0.329	0.061
YDR517W	2.185	0.086
YMR035W	0.603	0.085
YNR032W	0.549	0.068
YNL117W	0.013	0.059
YJR051W	1.261	0.084
YLR227C	0.038	0.09
YDR525W-A	4.516	0.079
YJL207C	0.448	0.092
YJR036C	0.041	0.085
YIL017C	0.146	0.087
YGR144W	0.048	0.056
YOL157C	0.009	0.393
YBL100W-B	0.003	0.586
YBR082C	33.51	0.188
YHR143W-A	14.6	0.13
YER100W	4.485	0.078
YAL031C	0.35	0.074
YMR235C	7.016	0.095
YDR332W	0.072	0.078
YER170W	0.794	0.076
YGL086W	0.632	0.08
YPL137C	0.813	0.074
YJL121C	14.073	0.081
YPR091C	0.959	0.08
YDR125C	0.06	0.057
YGL085W	0.237	0.062
YKR030W	1.029	0.076
YLL042C	0.074	0.093
YDL160C	7.975	0.138
YLR192C	16.86	0.13
YJL118W	0.351	0.102
YKL095W	0.549	0.074
YGL017W	0.463	0.058
YLR328W	1.803	0.096
YLR308W	0.002	0.061
YLR244C	14.53	0.133
YAL060W	2.831	0.083
YKL187C	0.006	0.083
YKL219W	0.523	0.185
YKL151C	0.996	0.067
YDL237W	2.176	0.099
YOR273C	0.546	0.088
YNL164C	0.667	0.073
YGR150C	0.171	0.082
YHR111W	1.395	0.07
YDL210W	0.02	0.078
YDR093W	0.789	0.079
YLR451W	0.281	0.09
YNL244C	27.405	0.133
YGL022W	5.114	0.071
YHR100C	0.93	0.045
YDR073W	0.686	0.127
YPR080W	42.613	1.0
YDR025W	102.645	0.915
YPL042C	0.236	0.077
YGR032W	0.716	0.137
YBR044C	0.199	0.076
YPL204W	2.081	0.076
YGR217W	0.188	0.078
YJR054W	0.219	0.087
YER157W	0.541	0.076
YOR101W	2.015	0.066
YGL226W	1.122	0.098
YDR490C	0.417	0.075
YHR142W	1.532	0.068
YLR027C	15.397	0.102
YNL153C	5.427	0.062
YDR090C	0.788	0.092
YOR014W	1.65	0.084
YDL059C	0.306	0.08
YLR417W	0.292	0.059
YLR154C	2.299	0.084
YNL229C	2.067	0.073
YIL151C	0.193	0.082
YJL034W	19.166	0.243
YKR051W	0.199	0.072
YDR105C	0.945	0.074
YHR066W	1.576	0.518
YDR400W	1.486	0.096
YBL018C	1.662	0.093
YLR429W	5.988	0.09
YAL040C	0.387	0.068
YNL165W	0.312	0.089
YGL127C	1.923	0.086
YMR114C	0.184	0.098
YKL081W	71.987	0.305
YGL059W	0.137	0.06
YGL202W	13.716	0.099
YNL141W	4.958	0.091
YJL031C	1.439	0.101
YGR233C	0.808	0.087
YPR149W	28.688	0.119
YGR074W	7.697	0.101
YKL173W	0.59	0.079
YLR412W	0.487	0.078
YBR245C	1.701	0.096
YPL052W	0.328	0.085
YPR048W	0.719	0.068
YNL241C	6.139	0.082
YLR367W	28.036	0.654
YOR247W	25.298	0.12
YBL039W-B	0.371	0.117
YDR428C	1.068	0.081
YNL288W	1.707	0.072
YER130C	0.548	0.075
YKL011C	0.25	0.097
YJR002W	2.243	0.094
YGR178C	3.901	0.09
YFR023W	0.005	0.081
YKL184W	4.162	0.085
YJR125C	3.634	0.081
YAR002W	2.217	0.102
YEL068C	0.999	0.059
YDR098C	6.974	0.125
YLR110C	701.787	0.768
YML078W	15.702	0.118
YJR065C	6.025	0.091
YPR176C	1.122	0.072
YPL002C	0.576	0.066
YNL168C	3.053	0.086
YGL111W	2.027	0.087
YPL237W	31.236	0.132
YBL104C	0.292	0.069
YMR121C	3.095	0.819
YBR280C	0.246	0.066
YJR118C	2.904	0.086
YNR045W	0.195	0.065
YPL060W	0.16	0.089
YBR261C	4.071	0.085
YGR146C	1.361	0.078
YAL067C	0.019	0.078
YML102W	0.933	0.063
YIL026C	0.571	0.086
YKR050W	0.017	0.074
YFL005W	9.901	0.123
YPL131W	190.255	0.323
YDR194C	1.868	0.099
YER092W	2.848	0.061
YOR319W	0.54	0.076
YBR002C	1.099	0.063
YDR208W	0.981	0.077
YBR153W	0.434	0.073
YHR024C	1.443	0.081
YLR039C	0.365	0.077
YKL045W	0.839	0.071
YGR207C	4.453	0.082
YPR073C	5.096	0.11
YHR214W	0.025	0.77
YLR026C	1.97	0.086
YML011C	0.653	0.045
YER071C	1.464	0.132
YMR159C	0.43	0.068
YPR062W	14.18	0.141
YDR289C	1.457	0.118
YJR122W	0.222	0.067
YOR204W	24.862	0.153
YER032W	0.476	0.079
YJL133W	0.686	0.051
YOL031C	1.222	0.067
YIR004W	1.871	0.091
YJL083W	0.228	0.075
YNL070W	16.602	0.104
YBR267W	4.634	0.088
YDR399W	9.396	0.098
YBR210W	1.412	0.125
YOR190W	0.011	0.068
YOL083W	0.151	0.081
YNL333W	0.028	0.695
YLR080W	0.178	0.08
YPL068C	0.57	0.081
YML001W	8.799	0.107
YLR249W	152.737	0.346
YOL149W	2.189	0.073
YGL115W	2.789	0.08
YJR108W	0.157	0.045
YGR230W	0.614	0.064
YOR344C	2.848	0.064
YJL125C	1.298	0.086
YDL244W	0.009	0.424
YJR102C	0.636	0.08
YDR164C	0.534	0.082
YPR061C	0.124	0.083
YPR026W	0.096	0.072
YKR029C	0.595	0.094
YPR175W	0.498	0.074
YDR261W-A	0.028	0.296
YMR306W	0.003	0.089
YDR189W	1.84	0.085
YLR357W	1.596	0.246
YHL013C	1.916	0.091
YCR054C	0.546	0.084
YFL046W	0.998	0.064
YLR353W	0.199	0.065
YGR101W	0.695	0.076
YMR209C	0.573	0.069
YBL050W	4.455	0.092
YBR163W	0.147	0.076
YLR188W	0.614	0.077
YBR030W	0.435	0.099
YDR179W-A	0.186	0.061
YNL138W-A	1.547	0.07
YHR079C-A	0.005	0.12
YER013W	0.306	0.066
YMR214W	2.845	0.085
YPR182W	3.925	0.105
YHR207C	1.064	0.087
YPL249C	0.934	0.071
YGR009C	1.645	0.104
YAL017W	0.424	0.085
YER056C	7.241	0.344
YGR249W	0.016	0.066
YOR210W	20.289	0.201
YBR291C	0.554	0.069
YGR229C	3.79	0.094
YAL015C	0.309	0.079
YNR004W	0.448	0.067
YJL066C	1.802	0.117
YMR030W-A	0.003	0.153
YGL140C	0.589	0.079
YPL259C	0.919	0.075
YGL010W	0.546	0.047
YHR099W	0.632	0.089
YFL045C	39.233	0.157
YOR308C	0.531	0.081
YHL026C	0.151	0.067
YIL117C	1.705	0.069
YLR093C	2.693	0.081
YLR196W	4.847	0.09
YPL258C	0.01	0.069
YPL250C	2.42	0.084
YER089C	3.249	0.067
YCL050C	16.259	0.107
YPL081W	17.535	0.636
YHL017W	1.143	0.074
YJL147C	0.183	0.063
YGL144C	0.135	0.064
YGR082W	7.221	0.09
YHR188C	1.904	0.083
YDR221W	0.827	0.075
YOR185C	2.206	0.186
YOR375C	18.135	0.165
YBR053C	1.97	0.074
YKL068W	1.448	0.077
YDR158W	23.269	0.141
YNL212W	1.296	0.07
YDR386W	0.183	0.069
YJR076C	3.112	0.1
YGL099W	3.094	0.099
YEL029C	0.657	0.08
YMR185W	0.263	0.081
YER031C	6.739	0.092
YDR528W	0.512	0.082
YLR167W	297.395	0.678
YLR325C	234.538	0.416
YHR107C	3.697	0.1
YBL054W	0.909	0.071
YDR323C	0.164	0.065
YLR035C	0.108	0.082
YFL021W	1.023	0.113
YMR119W	0.465	0.079
YER164W	0.992	0.096
YER141W	1.845	0.082
YMR312W	1.382	0.082
YOR108W	3.473	0.225
YDL021W	0.377	0.071
YBL058W	6.357	0.096
YKR103W	0.013	0.083
YLR460C	0.259	0.34
YMR272C	4.994	0.097
YKL077W	4.93	0.104
YLR455W	1.008	0.107
YGR214W	83.479	0.689
YOR025W	0.845	0.084
YDL098C	0.703	0.038
YPL189C-A	1.609	0.051
YPL046C	1.129	0.076
YJL089W	0.006	0.075
YOR066W	0.587	0.071
YOR215C	2.297	0.083
YML023C	0.148	0.066
YCL001W-B	0.001	0.068
YNR070W	0.005	0.079
YDL120W	3.011	0.116
YBL047C	3.913	0.094
YHR178W	0.144	0.07
YJR025C	4.008	0.083
YDR297W	3.307	0.092
YMR123W	7.558	0.096
YLR047C	0.171	0.068
YDL100C	13.146	0.139
YBR037C	1.071	0.073
YDR006C	0.631	0.085
YOR197W	5.571	0.091
YMR118C	0.004	0.063
YML019W	1.48	0.079
YNL189W	8.813	0.105
YNL217W	1.687	0.093
YPL078C	5.747	0.082
YLR153C	12.876	0.111
YKL035W	12.579	0.097
YDR108W	0.292	0.073
YFR035C	0.043	0.137
YBR073W	0.883	0.079
YGL145W	0.64	0.07
YCR030C	1.2	0.099
YBR276C	0.194	0.063
YDR232W	3.703	0.076
YPL088W	0.123	0.062
YDR530C	0.652	0.071
YPR046W	0.623	0.078
YIL139C	0.176	0.052
YML079W	3.871	0.108
YHL038C	0.265	0.073
YNL131W	17.526	0.107
YDR397C	8.743	0.089
YKR084C	2.038	0.084
YNL096C	62.718	0.524
YML005W	0.386	0.075
YLR295C	6.002	0.116
YMR027W	3.717	0.094
YBR058C	1.334	0.088
YBR179C	0.463	0.079
YKL063C	2.777	0.127
YLR445W	0.003	0.072
YPL199C	4.067	0.084
YDR036C	1.338	0.072
YOR188W	0.528	0.082
YIL126W	1.201	0.086
YNL098C	5.583	0.105
YOR123C	2.31	0.123
YDL184C	225.625	0.973
YLR288C	0.149	0.07
YER030W	6.428	0.136
YLR341W	0.004	0.081
YEL054C	231.318	0.707
YPL173W	1.556	0.094
YIR018W	0.648	0.07
YDR050C	321.99	0.368
YML069W	3.946	0.09
YML126C	18.838	0.117
YOR150W	2.056	0.077
YML119W	0.668	0.086
YPR147C	1.23	0.067
YDR072C	1.078	0.088
YIL046W	0.426	0.065
YDR304C	11.567	0.151
YBR060C	0.577	0.069
YNL300W	14.448	0.143
YPL186C	0.073	0.072
YKL075C	0.431	0.096
YER172C	0.483	0.087
YML006C	0.261	0.071
YDR051C	1.336	0.088
YGL071W	0.564	0.072
YIL011W	1.269	0.18
YDL001W	0.622	0.072
YDL161W	1.965	0.104
YHL023C	0.219	0.076
YMR182W-A	0.007	0.043
YBL026W	5.955	0.118
YOL028C	0.783	0.075
YMR104C	0.156	0.075
YOR048C	1.325	0.08
YPR145C-A	0.203	0.05
YKL018C-A	1.783	0.084
YHR154W	0.571	0.087
YDR421W	0.165	0.08
YDL012C	6.051	0.113
YGL155W	0.686	0.068
YJR136C	0.252	0.067
YPR015C	0.057	0.077
YBR164C	5.439	0.115
YLR364W	1.057	0.084
YDL234C	0.442	0.064
YLR275W	1.798	0.089
YOL091W	0.007	0.095
YOL065C	0.581	0.088
YBR040W	0.031	0.067
YHR108W	4.757	0.075
YOR250C	0.693	0.066
YLL026W	9.734	0.108
YGL080W	3.431	0.114
YLL006W	0.741	0.066
YJL102W	0.135	0.089
YPR186C	0.372	0.074
YJL187C	0.274	0.088
YBR247C	2.667	0.097
YNL012W	0.025	0.086
YNR047W	0.58	0.083
YBL091C	5.899	0.094
YDL092W	4.752	0.137
YOL155C	1.706	0.341
YKL060C	714.505	0.506
YKL132C	0.056	0.064
YNL038W	0.531	0.063
YDR066C	0.299	0.061
YGL230C	0.056	0.088
YGR198W	0.694	0.088
YLR172C	7.305	0.097
YDL223C	0.091	0.076
YCR105W	0.041	0.072
YGR174W-A	0.024	0.398
YOL097C	9.232	0.099
YOR038C	0.452	0.073
YPR051W	5.523	0.074
YGR170W	0.194	0.065
YJL098W	0.835	0.083
YBL016W	1.385	0.065
YOR229W	0.569	0.089
YBR072W	2.147	0.119
YDL231C	0.03	0.066
YDR342C	0.098	0.95
YFR038W	0.524	0.08
YLR396C	0.434	0.081
YBR260C	0.776	0.078
YER112W	3.882	0.077
YMR193W	1.302	0.093
YOL004W	2.034	0.099
YNL025C	0.259	0.066
YBR056W-A	1.94	0.08
YDR040C	0.037	0.919
YLR138W	0.687	0.082
YML081C-A	13.468	0.084
YMR187C	0.183	0.079
YFR046C	0.245	0.069
YML002W	0.008	0.077
YMR149W	5.825	0.068
YGL002W	0.973	0.079
YPL059W	5.984	0.104
YBR272C	0.675	0.075
YBR119W	0.585	0.08
YJR030C	0.304	0.082
YEL036C	1.609	0.12
YKR014C	5.011	0.107
YOR328W	0.012	0.082
YKR102W	0.001	0.067
YDR139C	4.699	0.112
YDR277C	0.172	0.054
YML063W	127.153	0.775
YDL200C	0.611	0.085
YDL146W	0.242	0.071
YOL100W	0.229	0.091
YGR273C	0.003	0.085
YLR443W	0.394	0.07
YER109C	0.115	0.089
YBL031W	0.336	0.069
YPR081C	0.224	0.073
YBR021W	0.315	0.064
YDR034C-C	0.002	0.227
YNL275W	0.276	0.063
YDR227W	0.317	0.093
YCL011C	3.8	0.093
YJL162C	0.226	0.111
YIL154C	1.322	0.082
YAR015W	8.879	0.148
YDR298C	6.915	0.125
YGR251W	1.333	0.101
YLR190W	1.46	0.092
YJL097W	5.79	0.099
YOR378W	0.087	0.076
YKR062W	2.251	0.105
YDR131C	0.168	0.069
YGL084C	1.37	0.075
YBR274W	0.37	0.072
YOR295W	0.434	0.069
YMR052W	0.514	0.091
YBR019C	0.079	0.081
YKL044W	0.103	0.164
YFR004W	6.664	0.112
YNL142W	0.115	0.066
YBR085C-A	6.507	0.074
YCR071C	2.006	0.077
YDR103W	0.464	0.087
YNL191W	0.779	0.054
YLR390W-A	29.165	0.258
YBR055C	0.407	0.094
YAL009W	0.438	0.088
YKL054C	13.118	0.188
YOL003C	0.659	0.073
YBL102W	2.932	0.087
YEL050C	1.338	0.078
YCL027W	0.416	0.07
YLR186W	5.149	0.097
YDR365C	2.584	0.11
YFL047W	0.602	0.063
YNL195C	0.107	0.07
YJR016C	20.061	0.116
YKL138C-A	3.371	0.075
YOR196C	0.916	0.074
YDR301W	0.435	0.076
YOR343W-A	0.001	0.461
YOR191W	0.307	0.092
YOR010C	0.126	0.232
YLR315W	0.567	0.069
YNL146W	0.192	0.071
YOR193W	0.17	0.078
YBR227C	0.796	0.095
YOR313C	0.038	0.075
YEL057C	0.028	0.089
YGR224W	0.009	0.078
YPL022W	0.208	0.077
YDR255C	0.2	0.094
YJL092W	0.195	0.082
YLL023C	2.187	0.098
YJL020C	3.505	0.13
YML127W	1.635	0.056
YGL180W	0.2	0.076
YML059C	0.438	0.075
YBL061C	1.21	0.086
YGL224C	1.023	0.065
YKR061W	0.075	0.071
YNL097C-B	0.015	0.043
YOR042W	5.67	0.08
YKR003W	1.361	0.062
YHR051W	6.333	0.088
YDR202C	0.918	0.108
YNL268W	4.124	0.136
YDL233W	0.441	0.077
YDR424C	3.931	0.087
YOL139C	32.541	0.15
YBL082C	0.747	0.073
YJL160C	0.029	0.083
YOR357C	2.819	0.084
YAR007C	2.932	0.08
YMR083W	17.248	0.226
YLL058W	0.633	0.089
YGL226C-A	7.036	0.079
YLR086W	0.423	0.085
YBL001C	9.88	0.151
YHR211W	0.001	0.17
YIR022W	3.616	0.121
YKR019C	0.237	0.075
YLR462W	0.0	0.153
YDR408C	4.193	0.067
YOR095C	5.017	0.095
YJL053W	1.187	0.052
YNL157W	2.601	0.069
YDR147W	0.52	0.076
YOR119C	1.054	0.073
YNL274C	0.698	0.088
YPR116W	0.249	0.078
YIL109C	5.76	0.09
YIL118W	4.077	0.091
YPL218W	20.354	0.119
YHR129C	0.258	0.077
YDR354W	2.548	0.071
YHR209W	0.239	0.061
YLR262C-A	30.455	0.166
YDL214C	0.003	0.076
YBR043C	0.182	0.074
